initiative_id,month,cost_category,cost_group,budget_amount
AI-005,2026-01,software,Software,12981.82
AI-005,2026-02,software,Software,12981.82
AI-005,2026-03,software,Software,12981.82
AI-005,2026-04,software,Software,12981.82
AI-005,2026-05,software,Software,12981.82
AI-005,2026-06,software,Software,12981.82
AI-005,2026-07,software,Software,12981.82
AI-005,2026-08,software,Software,12981.82
AI-005,2025-09,saas,Software,14318.18
AI-005,2025-10,saas,Software,14318.18
AI-005,2025-11,saas,Software,9736.36
AI-005,2025-12,saas,Software,9736.36
AI-005,2026-01,saas,Software,9736.36
AI-005,2026-02,saas,Software,9736.36
AI-005,2026-03,saas,Software,9736.36
AI-005,2026-04,saas,Software,9736.36
AI-005,2026-05,saas,Software,9736.36
AI-005,2026-06,saas,Software,9736.36
AI-005,2026-07,saas,Software,9736.36
AI-005,2026-08,saas,Software,9736.36
AI-005,2025-09,cloud,Cloud,57272.73
AI-005,2025-10,cloud,Cloud,57272.73
AI-005,2025-11,cloud,Cloud,38945.45
AI-005,2025-12,cloud,Cloud,38945.45
AI-005,2026-01,cloud,Cloud,38945.45
AI-005,2026-02,cloud,Cloud,38945.45
AI-005,2026-03,cloud,Cloud,38945.45
AI-005,2026-04,cloud,Cloud,38945.45
AI-005,2026-05,cloud,Cloud,38945.45
AI-005,2026-06,cloud,Cloud,38945.45
AI-005,2026-07,cloud,Cloud,38945.45
AI-005,2026-08,cloud,Cloud,38945.45
AI-005,2025-09,vendors,Services,11931.82
AI-005,2025-10,vendors,Services,11931.82
AI-005,2025-11,vendors,Services,8113.64
AI-005,2025-12,vendors,Services,8113.64
AI-005,2026-01,vendors,Services,8113.64
AI-005,2026-02,vendors,Services,8113.64
AI-005,2026-03,vendors,Services,8113.64
AI-005,2026-04,vendors,Services,8113.64
AI-005,2026-05,vendors,Services,8113.64
AI-005,2026-06,vendors,Services,8113.64
AI-005,2026-07,vendors,Services,8113.64
AI-005,2026-08,vendors,Services,8113.64
AI-005,2025-09,consulting,Services,21477.27
AI-005,2025-10,consulting,Services,21477.27
AI-005,2025-11,consulting,Services,14604.55
AI-005,2025-12,consulting,Services,14604.55
AI-005,2026-01,consulting,Services,14604.55
AI-005,2026-02,consulting,Services,14604.55
AI-005,2026-03,consulting,Services,14604.55
AI-005,2026-04,consulting,Services,14604.55
AI-005,2026-05,consulting,Services,14604.55
AI-005,2026-06,consulting,Services,14604.55
AI-005,2026-07,consulting,Services,14604.55
AI-005,2026-08,consulting,Services,14604.55
AI-005,2025-09,employees,People,54886.36
AI-005,2025-10,employees,People,54886.36
AI-005,2025-11,employees,People,37322.73
AI-005,2025-12,employees,People,37322.73
AI-005,2026-01,employees,People,37322.73
AI-005,2026-02,employees,People,37322.73
AI-005,2026-03,employees,People,37322.73
AI-005,2026-04,employees,People,37322.73
AI-005,2026-05,employees,People,37322.73
AI-005,2026-06,employees,People,37322.73
AI-005,2026-07,employees,People,37322.73
AI-005,2026-08,employees,People,37322.73
AI-005,2025-09,training,People,7159.09
AI-005,2025-10,training,People,7159.09
AI-005,2025-11,training,People,4868.18
AI-005,2025-12,training,People,4868.18
AI-005,2026-01,training,People,4868.18
AI-005,2026-02,training,People,4868.18
AI-005,2026-03,training,People,4868.18
AI-005,2026-04,training,People,4868.18
AI-005,2026-05,training,People,4868.18
AI-005,2026-06,training,People,4868.18
AI-005,2026-07,training,People,4868.18
AI-005,2026-08,training,People,4868.18
AI-005,2025-09,data,Other,11931.82
AI-005,2025-10,data,Other,11931.82
AI-005,2025-11,data,Other,8113.64
AI-005,2025-12,data,Other,8113.64
AI-005,2026-01,data,Other,8113.64
AI-005,2026-02,data,Other,8113.64
AI-005,2026-03,data,Other,8113.64
AI-005,2026-04,data,Other,8113.64
AI-005,2026-05,data,Other,8113.64
AI-005,2026-06,data,Other,8113.64
AI-005,2026-07,data,Other,8113.64
AI-005,2026-08,data,Other,8113.64
AI-006,2025-10,gpu,Infrastructure,51184.83
AI-006,2025-11,gpu,Infrastructure,51184.83
AI-006,2025-12,gpu,Infrastructure,51184.83
AI-006,2026-01,gpu,Infrastructure,34805.69
AI-006,2026-02,gpu,Infrastructure,34805.69
AI-006,2026-03,gpu,Infrastructure,34805.69
AI-006,2026-04,gpu,Infrastructure,34805.69
AI-006,2026-05,gpu,Infrastructure,34805.69
AI-006,2026-06,gpu,Infrastructure,34805.69
AI-006,2026-07,gpu,Infrastructure,34805.69
AI-006,2026-08,gpu,Infrastructure,34805.69
AI-006,2025-10,compute,Infrastructure,21327.01
AI-006,2025-11,compute,Infrastructure,21327.01
AI-006,2025-12,compute,Infrastructure,21327.01
AI-006,2026-01,compute,Infrastructure,14502.37
AI-006,2026-02,compute,Infrastructure,14502.37
AI-006,2026-03,compute,Infrastructure,14502.37
AI-006,2026-04,compute,Infrastructure,14502.37
AI-006,2026-05,compute,Infrastructure,14502.37
AI-006,2026-06,compute,Infrastructure,14502.37
AI-006,2026-07,compute,Infrastructure,14502.37
AI-006,2026-08,compute,Infrastructure,14502.37
AI-006,2025-10,storage,Infrastructure,21327.01
AI-006,2025-11,storage,Infrastructure,21327.01
AI-006,2025-12,storage,Infrastructure,21327.01
AI-006,2026-01,storage,Infrastructure,14502.37
AI-006,2026-02,storage,Infrastructure,14502.37
AI-006,2026-03,storage,Infrastructure,14502.37
AI-006,2026-04,storage,Infrastructure,14502.37
AI-006,2026-05,storage,Infrastructure,14502.37
AI-006,2026-06,storage,Infrastructure,14502.37
AI-006,2026-07,storage,Infrastructure,14502.37
AI-006,2026-08,storage,Infrastructure,14502.37
AI-006,2025-10,networking,Infrastructure,12796.21
AI-006,2025-11,networking,Infrastructure,12796.21
AI-006,2025-12,networking,Infrastructure,12796.21
AI-006,2026-01,networking,Infrastructure,8701.42
AI-006,2026-02,networking,Infrastructure,8701.42
AI-006,2026-03,networking,Infrastructure,8701.42
AI-006,2026-04,networking,Infrastructure,8701.42
AI-006,2026-05,networking,Infrastructure,8701.42
AI-006,2026-06,networking,Infrastructure,8701.42
AI-006,2026-07,networking,Infrastructure,8701.42
AI-006,2026-08,networking,Infrastructure,8701.42
AI-006,2025-10,software,Software,34123.22
AI-006,2025-11,software,Software,34123.22
AI-006,2025-12,software,Software,34123.22
AI-006,2026-01,software,Software,23203.79
AI-006,2026-02,software,Software,23203.79
AI-006,2026-03,software,Software,23203.79
AI-006,2026-04,software,Software,23203.79
AI-006,2026-05,software,Software,23203.79
AI-006,2026-06,software,Software,23203.79
AI-006,2026-07,software,Software,23203.79
AI-006,2026-08,software,Software,23203.79
AI-006,2025-10,saas,Software,29857.82
AI-006,2025-11,saas,Software,29857.82
AI-006,2025-12,saas,Software,29857.82
AI-006,2026-01,saas,Software,20303.32
AI-006,2026-02,saas,Software,20303.32
AI-006,2026-03,saas,Software,20303.32
AI-006,2026-04,saas,Software,20303.32
AI-006,2026-05,saas,Software,20303.32
AI-006,2026-06,saas,Software,20303.32
AI-006,2026-07,saas,Software,20303.32
AI-006,2026-08,saas,Software,20303.32
AI-006,2025-10,cloud,Cloud,68246.45
AI-006,2025-11,cloud,Cloud,68246.45
AI-006,2025-12,cloud,Cloud,68246.45
AI-006,2026-01,cloud,Cloud,46407.58
AI-006,2026-02,cloud,Cloud,46407.58
AI-006,2026-03,cloud,Cloud,46407.58
AI-006,2026-04,cloud,Cloud,46407.58
AI-006,2026-05,cloud,Cloud,46407.58
AI-006,2026-06,cloud,Cloud,46407.58
AI-006,2026-07,cloud,Cloud,46407.58
AI-006,2026-08,cloud,Cloud,46407.58
AI-006,2025-10,vendors,Services,17061.61
AI-006,2025-11,vendors,Services,17061.61
AI-006,2025-12,vendors,Services,17061.61
AI-006,2026-01,vendors,Services,11601.9
AI-006,2026-02,vendors,Services,11601.9
AI-006,2026-03,vendors,Services,11601.9
AI-006,2026-04,vendors,Services,11601.9
AI-006,2026-05,vendors,Services,11601.9
AI-006,2026-06,vendors,Services,11601.9
AI-006,2026-07,vendors,Services,11601.9
AI-006,2026-08,vendors,Services,11601.9
AI-006,2025-10,consulting,Services,34123.22
AI-006,2025-11,consulting,Services,34123.22
AI-006,2025-12,consulting,Services,34123.22
AI-006,2026-01,consulting,Services,23203.79
AI-006,2026-02,consulting,Services,23203.79
AI-006,2026-03,consulting,Services,23203.79
AI-006,2026-04,consulting,Services,23203.79
AI-006,2026-05,consulting,Services,23203.79
AI-006,2026-06,consulting,Services,23203.79
AI-006,2026-07,consulting,Services,23203.79
AI-006,2026-08,consulting,Services,23203.79
AI-006,2025-10,employees,People,102369.67
AI-006,2025-11,employees,People,102369.67
AI-006,2025-12,employees,People,102369.67
AI-006,2026-01,employees,People,69611.37
AI-006,2026-02,employees,People,69611.37
AI-006,2026-03,employees,People,69611.37
AI-006,2026-04,employees,People,69611.37
AI-006,2026-05,employees,People,69611.37
AI-006,2026-06,employees,People,69611.37
AI-006,2026-07,employees,People,69611.37
AI-006,2026-08,employees,People,69611.37
AI-006,2025-10,training,People,12796.21
AI-006,2025-11,training,People,12796.21
AI-006,2025-12,training,People,12796.21
AI-006,2026-01,training,People,8701.42
AI-006,2026-02,training,People,8701.42
AI-006,2026-03,training,People,8701.42
AI-006,2026-04,training,People,8701.42
AI-006,2026-05,training,People,8701.42
AI-006,2026-06,training,People,8701.42
AI-006,2026-07,training,People,8701.42
AI-006,2026-08,training,People,8701.42
AI-006,2025-10,data,Other,21327.01
AI-006,2025-11,data,Other,21327.01
AI-006,2025-12,data,Other,21327.01
AI-006,2026-01,data,Other,14502.37
AI-006,2026-02,data,Other,14502.37
AI-006,2026-03,data,Other,14502.37
AI-006,2026-04,data,Other,14502.37
AI-006,2026-05,data,Other,14502.37
AI-006,2026-06,data,Other,14502.37
AI-006,2026-07,data,Other,14502.37
AI-006,2026-08,data,Other,14502.37
AI-007,2025-09,gpu,Infrastructure,26315.79
AI-007,2025-10,gpu,Infrastructure,26315.79
AI-007,2025-11,gpu,Infrastructure,26315.79
AI-007,2025-12,gpu,Infrastructure,17894.74
AI-007,2026-01,gpu,Infrastructure,17894.74
AI-007,2026-02,gpu,Infrastructure,17894.74
AI-007,2026-03,gpu,Infrastructure,17894.74
AI-007,2026-04,gpu,Infrastructure,17894.74
AI-007,2026-05,gpu,Infrastructure,17894.74
AI-007,2026-06,gpu,Infrastructure,17894.74
AI-007,2026-07,gpu,Infrastructure,17894.74
AI-007,2026-08,gpu,Infrastructure,17894.74
AI-007,2025-09,compute,Infrastructure,23026.32
AI-007,2025-10,compute,Infrastructure,23026.32
AI-007,2025-11,compute,Infrastructure,23026.32
AI-007,2025-12,compute,Infrastructure,15657.89
AI-007,2026-01,compute,Infrastructure,15657.89
AI-007,2026-02,compute,Infrastructure,15657.89
AI-007,2026-03,compute,Infrastructure,15657.89
AI-007,2026-04,compute,Infrastructure,15657.89
AI-007,2026-05,compute,Infrastructure,15657.89
AI-007,2026-06,compute,Infrastructure,15657.89
AI-007,2026-07,compute,Infrastructure,15657.89
AI-007,2026-08,compute,Infrastructure,15657.89
AI-007,2025-09,storage,Infrastructure,19736.84
AI-007,2025-10,storage,Infrastructure,19736.84
AI-007,2025-11,storage,Infrastructure,19736.84
AI-007,2025-12,storage,Infrastructure,13421.05
AI-007,2026-01,storage,Infrastructure,13421.05
AI-007,2026-02,storage,Infrastructure,13421.05
AI-007,2026-03,storage,Infrastructure,13421.05
AI-007,2026-04,storage,Infrastructure,13421.05
AI-007,2026-05,storage,Infrastructure,13421.05
AI-007,2026-06,storage,Infrastructure,13421.05
AI-007,2026-07,storage,Infrastructure,13421.05
AI-007,2026-08,storage,Infrastructure,13421.05
AI-007,2025-09,networking,Infrastructure,46052.63
AI-007,2025-10,networking,Infrastructure,46052.63
AI-007,2025-11,networking,Infrastructure,46052.63
AI-007,2025-12,networking,Infrastructure,31315.79
AI-007,2026-01,networking,Infrastructure,31315.79
AI-007,2026-02,networking,Infrastructure,31315.79
AI-007,2026-03,networking,Infrastructure,31315.79
AI-007,2026-04,networking,Infrastructure,31315.79
AI-007,2026-05,networking,Infrastructure,31315.79
AI-007,2026-06,networking,Infrastructure,31315.79
AI-007,2026-07,networking,Infrastructure,31315.79
AI-007,2026-08,networking,Infrastructure,31315.79
AI-007,2025-09,software,Software,32894.74
AI-007,2025-10,software,Software,32894.74
AI-007,2025-11,software,Software,32894.74
AI-007,2025-12,software,Software,22368.42
AI-007,2026-01,software,Software,22368.42
AI-007,2026-02,software,Software,22368.42
AI-007,2026-03,software,Software,22368.42
AI-007,2026-04,software,Software,22368.42
AI-007,2026-05,software,Software,22368.42
AI-007,2026-06,software,Software,22368.42
AI-007,2026-07,software,Software,22368.42
AI-007,2026-08,software,Software,22368.42
AI-007,2025-09,saas,Software,13157.89
AI-007,2025-10,saas,Software,13157.89
AI-007,2025-11,saas,Software,13157.89
AI-007,2025-12,saas,Software,8947.37
AI-007,2026-01,saas,Software,8947.37
AI-007,2026-02,saas,Software,8947.37
AI-007,2026-03,saas,Software,8947.37
AI-007,2026-04,saas,Software,8947.37
AI-007,2026-05,saas,Software,8947.37
AI-007,2026-06,saas,Software,8947.37
AI-007,2026-07,saas,Software,8947.37
AI-007,2026-08,saas,Software,8947.37
AI-007,2025-09,cloud,Cloud,19736.84
AI-007,2025-10,cloud,Cloud,19736.84
AI-007,2025-11,cloud,Cloud,19736.84
AI-007,2025-12,cloud,Cloud,13421.05
AI-007,2026-01,cloud,Cloud,13421.05
AI-007,2026-02,cloud,Cloud,13421.05
AI-007,2026-03,cloud,Cloud,13421.05
AI-007,2026-04,cloud,Cloud,13421.05
AI-007,2026-05,cloud,Cloud,13421.05
AI-007,2026-06,cloud,Cloud,13421.05
AI-007,2026-07,cloud,Cloud,13421.05
AI-007,2026-08,cloud,Cloud,13421.05
AI-007,2025-09,vendors,Services,23026.32
AI-007,2025-10,vendors,Services,23026.32
AI-007,2025-11,vendors,Services,23026.32
AI-007,2025-12,vendors,Services,15657.89
AI-007,2026-01,vendors,Services,15657.89
AI-007,2026-02,vendors,Services,15657.89
AI-007,2026-03,vendors,Services,15657.89
AI-007,2026-04,vendors,Services,15657.89
AI-007,2026-05,vendors,Services,15657.89
AI-007,2026-06,vendors,Services,15657.89
AI-007,2026-07,vendors,Services,15657.89
AI-007,2026-08,vendors,Services,15657.89
AI-007,2025-09,consulting,Services,32894.74
AI-007,2025-10,consulting,Services,32894.74
AI-007,2025-11,consulting,Services,32894.74
AI-007,2025-12,consulting,Services,22368.42
AI-007,2026-01,consulting,Services,22368.42
AI-007,2026-02,consulting,Services,22368.42
AI-007,2026-03,consulting,Services,22368.42
AI-007,2026-04,consulting,Services,22368.42
AI-007,2026-05,consulting,Services,22368.42
AI-007,2026-06,consulting,Services,22368.42
AI-007,2026-07,consulting,Services,22368.42
AI-007,2026-08,consulting,Services,22368.42
AI-007,2025-09,employees,People,65789.47
AI-007,2025-10,employees,People,65789.47
AI-007,2025-11,employees,People,65789.47
AI-007,2025-12,employees,People,44736.84
AI-007,2026-01,employees,People,44736.84
AI-007,2026-02,employees,People,44736.84
AI-007,2026-03,employees,People,44736.84
AI-007,2026-04,employees,People,44736.84
AI-007,2026-05,employees,People,44736.84
AI-007,2026-06,employees,People,44736.84
AI-007,2026-07,employees,People,44736.84
AI-007,2026-08,employees,People,44736.84
AI-007,2025-09,training,People,9868.42
AI-007,2025-10,training,People,9868.42
AI-007,2025-11,training,People,9868.42
AI-007,2025-12,training,People,6710.53
AI-007,2026-01,training,People,6710.53
AI-007,2026-02,training,People,6710.53
AI-007,2026-03,training,People,6710.53
AI-007,2026-04,training,People,6710.53
AI-007,2026-05,training,People,6710.53
AI-007,2026-06,training,People,6710.53
AI-007,2026-07,training,People,6710.53
AI-007,2026-08,training,People,6710.53
AI-007,2025-09,data,Other,16447.37
AI-007,2025-10,data,Other,16447.37
AI-007,2025-11,data,Other,16447.37
AI-007,2025-12,data,Other,11184.21
AI-007,2026-01,data,Other,11184.21
AI-007,2026-02,data,Other,11184.21
AI-007,2026-03,data,Other,11184.21
AI-007,2026-04,data,Other,11184.21
AI-007,2026-05,data,Other,11184.21
AI-007,2026-06,data,Other,11184.21
AI-007,2026-07,data,Other,11184.21
AI-007,2026-08,data,Other,11184.21
AI-008,2025-09,gpu,Infrastructure,30681.82
AI-008,2025-10,gpu,Infrastructure,30681.82
AI-008,2025-11,gpu,Infrastructure,20863.64
AI-008,2025-12,gpu,Infrastructure,20863.64
AI-008,2026-01,gpu,Infrastructure,20863.64
AI-008,2026-02,gpu,Infrastructure,20863.64
AI-008,2026-03,gpu,Infrastructure,20863.64
AI-008,2026-04,gpu,Infrastructure,20863.64
AI-008,2026-05,gpu,Infrastructure,20863.64
AI-008,2026-06,gpu,Infrastructure,20863.64
AI-008,2026-07,gpu,Infrastructure,20863.64
AI-008,2026-08,gpu,Infrastructure,20863.64
AI-008,2025-09,compute,Infrastructure,25568.18
AI-008,2025-10,compute,Infrastructure,25568.18
AI-008,2025-11,compute,Infrastructure,17386.36
AI-008,2025-12,compute,Infrastructure,17386.36
AI-008,2026-01,compute,Infrastructure,17386.36
AI-008,2026-02,compute,Infrastructure,17386.36
AI-008,2026-03,compute,Infrastructure,17386.36
AI-008,2026-04,compute,Infrastructure,17386.36
AI-008,2026-05,compute,Infrastructure,17386.36
AI-008,2026-06,compute,Infrastructure,17386.36
AI-008,2026-07,compute,Infrastructure,17386.36
AI-008,2026-08,compute,Infrastructure,17386.36
AI-008,2025-09,storage,Infrastructure,20454.55
AI-008,2025-10,storage,Infrastructure,20454.55
AI-008,2025-11,storage,Infrastructure,13909.09
AI-008,2025-12,storage,Infrastructure,13909.09
AI-008,2026-01,storage,Infrastructure,13909.09
AI-008,2026-02,storage,Infrastructure,13909.09
AI-008,2026-03,storage,Infrastructure,13909.09
AI-008,2026-04,storage,Infrastructure,13909.09
AI-008,2026-05,storage,Infrastructure,13909.09
AI-008,2026-06,storage,Infrastructure,13909.09
AI-008,2026-07,storage,Infrastructure,13909.09
AI-008,2026-08,storage,Infrastructure,13909.09
AI-008,2025-09,networking,Infrastructure,10227.27
AI-008,2025-10,networking,Infrastructure,10227.27
AI-008,2025-11,networking,Infrastructure,6954.55
AI-008,2025-12,networking,Infrastructure,6954.55
AI-008,2026-01,networking,Infrastructure,6954.55
AI-008,2026-02,networking,Infrastructure,6954.55
AI-008,2026-03,networking,Infrastructure,6954.55
AI-008,2026-04,networking,Infrastructure,6954.55
AI-008,2026-05,networking,Infrastructure,6954.55
AI-008,2026-06,networking,Infrastructure,6954.55
AI-008,2026-07,networking,Infrastructure,6954.55
AI-008,2026-08,networking,Infrastructure,6954.55
AI-008,2025-09,software,Software,40909.09
AI-008,2025-10,software,Software,40909.09
AI-008,2025-11,software,Software,27818.18
AI-008,2025-12,software,Software,27818.18
AI-008,2026-01,software,Software,27818.18
AI-008,2026-02,software,Software,27818.18
AI-008,2026-03,software,Software,27818.18
AI-008,2026-04,software,Software,27818.18
AI-008,2026-05,software,Software,27818.18
AI-008,2026-06,software,Software,27818.18
AI-008,2026-07,software,Software,27818.18
AI-008,2026-08,software,Software,27818.18
AI-008,2025-09,saas,Software,30681.82
AI-008,2025-10,saas,Software,30681.82
AI-008,2025-11,saas,Software,20863.64
AI-008,2025-12,saas,Software,20863.64
AI-008,2026-01,saas,Software,20863.64
AI-008,2026-02,saas,Software,20863.64
AI-008,2026-03,saas,Software,20863.64
AI-008,2026-04,saas,Software,20863.64
AI-008,2026-05,saas,Software,20863.64
AI-008,2026-06,saas,Software,20863.64
AI-008,2026-07,saas,Software,20863.64
AI-008,2026-08,saas,Software,20863.64
AI-008,2025-09,cloud,Cloud,122727.27
AI-008,2025-10,cloud,Cloud,122727.27
AI-008,2025-11,cloud,Cloud,83454.55
AI-008,2025-12,cloud,Cloud,83454.55
AI-008,2026-01,cloud,Cloud,83454.55
AI-008,2026-02,cloud,Cloud,83454.55
AI-008,2026-03,cloud,Cloud,83454.55
AI-008,2026-04,cloud,Cloud,83454.55
AI-008,2026-05,cloud,Cloud,83454.55
AI-008,2026-06,cloud,Cloud,83454.55
AI-008,2026-07,cloud,Cloud,83454.55
AI-008,2026-08,cloud,Cloud,83454.55
AI-008,2025-09,vendors,Services,25568.18
AI-008,2025-10,vendors,Services,25568.18
AI-008,2025-11,vendors,Services,17386.36
AI-008,2025-12,vendors,Services,17386.36
AI-008,2026-01,vendors,Services,17386.36
AI-008,2026-02,vendors,Services,17386.36
AI-008,2026-03,vendors,Services,17386.36
AI-008,2026-04,vendors,Services,17386.36
AI-008,2026-05,vendors,Services,17386.36
AI-008,2026-06,vendors,Services,17386.36
AI-008,2026-07,vendors,Services,17386.36
AI-008,2026-08,vendors,Services,17386.36
AI-008,2025-09,consulting,Services,46022.73
AI-008,2025-10,consulting,Services,46022.73
AI-008,2025-11,consulting,Services,31295.45
AI-008,2025-12,consulting,Services,31295.45
AI-008,2026-01,consulting,Services,31295.45
AI-008,2026-02,consulting,Services,31295.45
AI-008,2026-03,consulting,Services,31295.45
AI-008,2026-04,consulting,Services,31295.45
AI-008,2026-05,consulting,Services,31295.45
AI-008,2026-06,consulting,Services,31295.45
AI-008,2026-07,consulting,Services,31295.45
AI-008,2026-08,consulting,Services,31295.45
AI-008,2025-09,employees,People,117613.64
AI-008,2025-10,employees,People,117613.64
AI-008,2025-11,employees,People,79977.27
AI-008,2025-12,employees,People,79977.27
AI-008,2026-01,employees,People,79977.27
AI-008,2026-02,employees,People,79977.27
AI-008,2026-03,employees,People,79977.27
AI-008,2026-04,employees,People,79977.27
AI-008,2026-05,employees,People,79977.27
AI-008,2026-06,employees,People,79977.27
AI-008,2026-07,employees,People,79977.27
AI-008,2026-08,employees,People,79977.27
AI-008,2025-09,training,People,15340.91
AI-008,2025-10,training,People,15340.91
AI-008,2025-11,training,People,10431.82
AI-008,2025-12,training,People,10431.82
AI-008,2026-01,training,People,10431.82
AI-008,2026-02,training,People,10431.82
AI-008,2026-03,training,People,10431.82
AI-008,2026-04,training,People,10431.82
AI-008,2026-05,training,People,10431.82
AI-008,2026-06,training,People,10431.82
AI-008,2026-07,training,People,10431.82
AI-008,2026-08,training,People,10431.82
AI-008,2025-09,data,Other,25568.18
AI-008,2025-10,data,Other,25568.18
AI-008,2025-11,data,Other,17386.36
AI-008,2025-12,data,Other,17386.36
AI-008,2026-01,data,Other,17386.36
AI-008,2026-02,data,Other,17386.36
AI-008,2026-03,data,Other,17386.36
AI-008,2026-04,data,Other,17386.36
AI-008,2026-05,data,Other,17386.36
AI-008,2026-06,data,Other,17386.36
AI-008,2026-07,data,Other,17386.36
AI-008,2026-08,data,Other,17386.36
AI-009,2025-09,gpu,Infrastructure,28813.56
AI-009,2025-10,gpu,Infrastructure,28813.56
AI-009,2025-11,gpu,Infrastructure,28813.56
AI-009,2025-12,gpu,Infrastructure,28813.56
AI-009,2026-01,gpu,Infrastructure,19593.22
AI-009,2026-02,gpu,Infrastructure,19593.22
AI-009,2026-03,gpu,Infrastructure,19593.22
AI-009,2026-04,gpu,Infrastructure,19593.22
AI-009,2026-05,gpu,Infrastructure,19593.22
AI-009,2026-06,gpu,Infrastructure,19593.22
AI-009,2026-07,gpu,Infrastructure,19593.22
AI-009,2026-08,gpu,Infrastructure,19593.22
AI-009,2025-09,compute,Infrastructure,25211.86
AI-009,2025-10,compute,Infrastructure,25211.86
AI-009,2025-11,compute,Infrastructure,25211.86
AI-009,2025-12,compute,Infrastructure,25211.86
AI-009,2026-01,compute,Infrastructure,17144.07
AI-009,2026-02,compute,Infrastructure,17144.07
AI-009,2026-03,compute,Infrastructure,17144.07
AI-009,2026-04,compute,Infrastructure,17144.07
AI-009,2026-05,compute,Infrastructure,17144.07
AI-009,2026-06,compute,Infrastructure,17144.07
AI-009,2026-07,compute,Infrastructure,17144.07
AI-009,2026-08,compute,Infrastructure,17144.07
AI-009,2025-09,storage,Infrastructure,21610.17
AI-009,2025-10,storage,Infrastructure,21610.17
AI-009,2025-11,storage,Infrastructure,21610.17
AI-009,2025-12,storage,Infrastructure,21610.17
AI-009,2026-01,storage,Infrastructure,14694.92
AI-009,2026-02,storage,Infrastructure,14694.92
AI-009,2026-03,storage,Infrastructure,14694.92
AI-009,2026-04,storage,Infrastructure,14694.92
AI-009,2026-05,storage,Infrastructure,14694.92
AI-009,2026-06,storage,Infrastructure,14694.92
AI-009,2026-07,storage,Infrastructure,14694.92
AI-009,2026-08,storage,Infrastructure,14694.92
AI-009,2025-09,networking,Infrastructure,50423.73
AI-009,2025-10,networking,Infrastructure,50423.73
AI-009,2025-11,networking,Infrastructure,50423.73
AI-009,2025-12,networking,Infrastructure,50423.73
AI-009,2026-01,networking,Infrastructure,34288.14
AI-009,2026-02,networking,Infrastructure,34288.14
AI-009,2026-03,networking,Infrastructure,34288.14
AI-009,2026-04,networking,Infrastructure,34288.14
AI-009,2026-05,networking,Infrastructure,34288.14
AI-009,2026-06,networking,Infrastructure,34288.14
AI-009,2026-07,networking,Infrastructure,34288.14
AI-009,2026-08,networking,Infrastructure,34288.14
AI-009,2025-09,software,Software,36016.95
AI-009,2025-10,software,Software,36016.95
AI-009,2025-11,software,Software,36016.95
AI-009,2025-12,software,Software,36016.95
AI-009,2026-01,software,Software,24491.53
AI-009,2026-02,software,Software,24491.53
AI-009,2026-03,software,Software,24491.53
AI-009,2026-04,software,Software,24491.53
AI-009,2026-05,software,Software,24491.53
AI-009,2026-06,software,Software,24491.53
AI-009,2026-07,software,Software,24491.53
AI-009,2026-08,software,Software,24491.53
AI-009,2025-09,saas,Software,14406.78
AI-009,2025-10,saas,Software,14406.78
AI-009,2025-11,saas,Software,14406.78
AI-009,2025-12,saas,Software,14406.78
AI-009,2026-01,saas,Software,9796.61
AI-009,2026-02,saas,Software,9796.61
AI-009,2026-03,saas,Software,9796.61
AI-009,2026-04,saas,Software,9796.61
AI-009,2026-05,saas,Software,9796.61
AI-009,2026-06,saas,Software,9796.61
AI-009,2026-07,saas,Software,9796.61
AI-009,2026-08,saas,Software,9796.61
AI-009,2025-09,cloud,Cloud,21610.17
AI-009,2025-10,cloud,Cloud,21610.17
AI-009,2025-11,cloud,Cloud,21610.17
AI-009,2025-12,cloud,Cloud,21610.17
AI-009,2026-01,cloud,Cloud,14694.92
AI-009,2026-02,cloud,Cloud,14694.92
AI-009,2026-03,cloud,Cloud,14694.92
AI-009,2026-04,cloud,Cloud,14694.92
AI-009,2026-05,cloud,Cloud,14694.92
AI-009,2026-06,cloud,Cloud,14694.92
AI-009,2026-07,cloud,Cloud,14694.92
AI-009,2026-08,cloud,Cloud,14694.92
AI-009,2025-09,vendors,Services,25211.86
AI-009,2025-10,vendors,Services,25211.86
AI-009,2025-11,vendors,Services,25211.86
AI-009,2025-12,vendors,Services,25211.86
AI-009,2026-01,vendors,Services,17144.07
AI-009,2026-02,vendors,Services,17144.07
AI-009,2026-03,vendors,Services,17144.07
AI-009,2026-04,vendors,Services,17144.07
AI-009,2026-05,vendors,Services,17144.07
AI-009,2026-06,vendors,Services,17144.07
AI-009,2026-07,vendors,Services,17144.07
AI-009,2026-08,vendors,Services,17144.07
AI-009,2025-09,consulting,Services,36016.95
AI-009,2025-10,consulting,Services,36016.95
AI-009,2025-11,consulting,Services,36016.95
AI-009,2025-12,consulting,Services,36016.95
AI-009,2026-01,consulting,Services,24491.53
AI-009,2026-02,consulting,Services,24491.53
AI-009,2026-03,consulting,Services,24491.53
AI-009,2026-04,consulting,Services,24491.53
AI-009,2026-05,consulting,Services,24491.53
AI-009,2026-06,consulting,Services,24491.53
AI-009,2026-07,consulting,Services,24491.53
AI-009,2026-08,consulting,Services,24491.53
AI-009,2025-09,employees,People,72033.9
AI-009,2025-10,employees,People,72033.9
AI-009,2025-11,employees,People,72033.9
AI-009,2025-12,employees,People,72033.9
AI-009,2026-01,employees,People,48983.05
