transaction_id,initiative_id,month,cost_category,cost_group,cost_type,vendor_id,cost_centre_id,amount,description
CT-00427,AI-003,2025-11,saas,Software,programme,V-SAAS-B,CC-SCM-AI,16537.29,Supply Chain AI Optimisation: saas
CT-00428,AI-003,2025-12,saas,Software,programme,V-SAAS-B,CC-SCM-AI,16760.21,Supply Chain AI Optimisation: saas
CT-00429,AI-003,2026-01,saas,Software,programme,V-SAAS-B,CC-SCM-AI,15743.35,Supply Chain AI Optimisation: saas
CT-00430,AI-003,2026-02,saas,Software,programme,V-SAAS-B,CC-SCM-AI,11878.12,Supply Chain AI Optimisation: saas
CT-00431,AI-003,2026-03,saas,Software,programme,V-SAAS-B,CC-SCM-AI,10811.01,Supply Chain AI Optimisation: saas
CT-00432,AI-003,2026-04,saas,Software,programme,V-SAAS-B,CC-SCM-AI,11051.2,Supply Chain AI Optimisation: saas
CT-00433,AI-003,2026-05,saas,Software,programme,V-SAAS-B,CC-SCM-AI,11223.22,Supply Chain AI Optimisation: saas
CT-00434,AI-003,2026-06,saas,Software,programme,V-SAAS-B,CC-SCM-AI,11185.61,Supply Chain AI Optimisation: saas
CT-00435,AI-003,2026-07,saas,Software,programme,V-SAAS-B,CC-SCM-AI,11050.42,Supply Chain AI Optimisation: saas
CT-00436,AI-003,2026-08,saas,Software,programme,V-SAAS-B,CC-SCM-AI,10422.43,Supply Chain AI Optimisation: saas
CT-00437,AI-003,2025-09,cloud,Cloud,programme,V-HPE-GL,CC-SCM-AI,16908.54,Supply Chain AI Optimisation: cloud
CT-00438,AI-003,2025-10,cloud,Cloud,programme,V-HPE-GL,CC-SCM-AI,15854.77,Supply Chain AI Optimisation: cloud
CT-00439,AI-003,2025-11,cloud,Cloud,programme,V-HPE-GL,CC-SCM-AI,15706.19,Supply Chain AI Optimisation: cloud
CT-00440,AI-003,2025-12,cloud,Cloud,programme,V-HPE-GL,CC-SCM-AI,16438.52,Supply Chain AI Optimisation: cloud
CT-00441,AI-003,2026-01,cloud,Cloud,programme,V-HPE-GL,CC-SCM-AI,15367.44,Supply Chain AI Optimisation: cloud
CT-00442,AI-003,2026-02,cloud,Cloud,programme,V-HPE-GL,CC-SCM-AI,10766.61,Supply Chain AI Optimisation: cloud
CT-00443,AI-003,2026-03,cloud,Cloud,programme,V-HPE-GL,CC-SCM-AI,10628.98,Supply Chain AI Optimisation: cloud
CT-00444,AI-003,2026-04,cloud,Cloud,programme,V-HPE-GL,CC-SCM-AI,11226.48,Supply Chain AI Optimisation: cloud
CT-00445,AI-003,2026-05,cloud,Cloud,programme,V-HPE-GL,CC-SCM-AI,11263.35,Supply Chain AI Optimisation: cloud
CT-00446,AI-003,2026-06,cloud,Cloud,programme,V-HPE-GL,CC-SCM-AI,11197.37,Supply Chain AI Optimisation: cloud
CT-00447,AI-003,2026-07,cloud,Cloud,programme,V-HPE-GL,CC-SCM-AI,10427.95,Supply Chain AI Optimisation: cloud
CT-00448,AI-003,2026-08,cloud,Cloud,programme,V-HPE-GL,CC-SCM-AI,11108.18,Supply Chain AI Optimisation: cloud
CT-00449,AI-003,2025-09,vendors,Services,programme,V-SVC-D,CC-SCM-AI,41172.89,Supply Chain AI Optimisation: vendors
CT-00450,AI-003,2025-10,vendors,Services,programme,V-SVC-D,CC-SCM-AI,36397.85,Supply Chain AI Optimisation: vendors
CT-00451,AI-003,2025-11,vendors,Services,programme,V-SVC-D,CC-SCM-AI,37025.31,Supply Chain AI Optimisation: vendors
CT-00452,AI-003,2025-12,vendors,Services,programme,V-SVC-D,CC-SCM-AI,38482.56,Supply Chain AI Optimisation: vendors
CT-00453,AI-003,2026-01,vendors,Services,programme,V-SVC-D,CC-SCM-AI,41181.64,Supply Chain AI Optimisation: vendors
CT-00454,AI-003,2026-02,vendors,Services,programme,V-SVC-D,CC-SCM-AI,27064.45,Supply Chain AI Optimisation: vendors
CT-00455,AI-003,2026-03,vendors,Services,programme,V-SVC-D,CC-SCM-AI,27144.02,Supply Chain AI Optimisation: vendors
CT-00456,AI-003,2026-04,vendors,Services,programme,V-SVC-D,CC-SCM-AI,27578.11,Supply Chain AI Optimisation: vendors
CT-00457,AI-003,2026-05,vendors,Services,programme,V-SVC-D,CC-SCM-AI,26816.55,Supply Chain AI Optimisation: vendors
CT-00458,AI-003,2026-06,vendors,Services,programme,V-SVC-D,CC-SCM-AI,26818.26,Supply Chain AI Optimisation: vendors
CT-00459,AI-003,2026-07,vendors,Services,programme,V-SVC-D,CC-SCM-AI,24667.04,Supply Chain AI Optimisation: vendors
CT-00460,AI-003,2026-08,vendors,Services,programme,V-SVC-D,CC-SCM-AI,27094.53,Supply Chain AI Optimisation: vendors
CT-00461,AI-003,2025-09,consulting,Services,programme,V-SI-C,CC-SCM-AI,48678.22,Supply Chain AI Optimisation: consulting
CT-00462,AI-003,2025-09,consulting,Services,programme,V-SI-C,CC-SCM-AI,32452.15,Supply Chain AI Optimisation: consulting
CT-00463,AI-003,2025-10,consulting,Services,programme,V-SI-C,CC-SCM-AI,49724.95,Supply Chain AI Optimisation: consulting
CT-00464,AI-003,2025-10,consulting,Services,programme,V-SI-C,CC-SCM-AI,33149.97,Supply Chain AI Optimisation: consulting
CT-00465,AI-003,2025-11,consulting,Services,programme,V-SI-C,CC-SCM-AI,42542.13,Supply Chain AI Optimisation: consulting
CT-00466,AI-003,2025-11,consulting,Services,programme,V-SI-C,CC-SCM-AI,28361.42,Supply Chain AI Optimisation: consulting
CT-00467,AI-003,2025-12,consulting,Services,programme,V-SI-C,CC-SCM-AI,45668.16,Supply Chain AI Optimisation: consulting
CT-00468,AI-003,2025-12,consulting,Services,programme,V-SI-C,CC-SCM-AI,30445.44,Supply Chain AI Optimisation: consulting
CT-00469,AI-003,2026-01,consulting,Services,programme,V-SI-C,CC-SCM-AI,45580.65,Supply Chain AI Optimisation: consulting
CT-00470,AI-003,2026-01,consulting,Services,programme,V-SI-C,CC-SCM-AI,30387.1,Supply Chain AI Optimisation: consulting
CT-00471,AI-003,2026-02,consulting,Services,programme,V-SI-C,CC-SCM-AI,42410.21,Supply Chain AI Optimisation: consulting
CT-00472,AI-003,2026-02,consulting,Services,programme,V-SI-C,CC-SCM-AI,28273.47,Supply Chain AI Optimisation: consulting
CT-00473,AI-003,2026-03,consulting,Services,programme,V-SI-C,CC-SCM-AI,45497.26,Supply Chain AI Optimisation: consulting
CT-00474,AI-003,2026-03,consulting,Services,programme,V-SI-C,CC-SCM-AI,30331.51,Supply Chain AI Optimisation: consulting
CT-00475,AI-003,2026-04,consulting,Services,programme,V-SI-C,CC-SCM-AI,44403.66,Supply Chain AI Optimisation: consulting
CT-00476,AI-003,2026-04,consulting,Services,programme,V-SI-C,CC-SCM-AI,29602.44,Supply Chain AI Optimisation: consulting
CT-00477,AI-003,2026-05,consulting,Services,programme,V-SI-C,CC-SCM-AI,43826.09,Supply Chain AI Optimisation: consulting
CT-00478,AI-003,2026-05,consulting,Services,programme,V-SI-C,CC-SCM-AI,29217.39,Supply Chain AI Optimisation: consulting
CT-00479,AI-003,2026-06,consulting,Services,programme,V-SI-C,CC-SCM-AI,42611.32,Supply Chain AI Optimisation: consulting
CT-00480,AI-003,2026-06,consulting,Services,programme,V-SI-C,CC-SCM-AI,28407.55,Supply Chain AI Optimisation: consulting
CT-00481,AI-003,2026-07,consulting,Services,programme,V-SI-C,CC-SCM-AI,43564.25,Supply Chain AI Optimisation: consulting
CT-00482,AI-003,2026-07,consulting,Services,programme,V-SI-C,CC-SCM-AI,29042.83,Supply Chain AI Optimisation: consulting
CT-00483,AI-003,2026-08,consulting,Services,programme,V-SI-C,CC-SCM-AI,40943.5,Supply Chain AI Optimisation: consulting
CT-00484,AI-003,2026-08,consulting,Services,programme,V-SI-C,CC-SCM-AI,27295.67,Supply Chain AI Optimisation: consulting
CT-00485,AI-003,2025-09,employees,People,programme,,CC-SCM-AI,104878.86,Supply Chain AI Optimisation: employees
CT-00486,AI-003,2025-09,employees,People,programme,,CC-SCM-AI,69919.24,Supply Chain AI Optimisation: employees
CT-00487,AI-003,2025-10,employees,People,programme,,CC-SCM-AI,104892.51,Supply Chain AI Optimisation: employees
CT-00488,AI-003,2025-10,employees,People,programme,,CC-SCM-AI,69928.34,Supply Chain AI Optimisation: employees
CT-00489,AI-003,2025-11,employees,People,programme,,CC-SCM-AI,102317.49,Supply Chain AI Optimisation: employees
CT-00490,AI-003,2025-11,employees,People,programme,,CC-SCM-AI,68211.66,Supply Chain AI Optimisation: employees
CT-00491,AI-003,2025-12,employees,People,programme,,CC-SCM-AI,110839.33,Supply Chain AI Optimisation: employees
CT-00492,AI-003,2025-12,employees,People,programme,,CC-SCM-AI,73892.89,Supply Chain AI Optimisation: employees
CT-00493,AI-003,2026-01,employees,People,programme,,CC-SCM-AI,97708.47,Supply Chain AI Optimisation: employees
CT-00494,AI-003,2026-01,employees,People,programme,,CC-SCM-AI,65138.98,Supply Chain AI Optimisation: employees
CT-00495,AI-003,2026-02,employees,People,programme,,CC-SCM-AI,72763.77,Supply Chain AI Optimisation: employees
CT-00496,AI-003,2026-02,employees,People,programme,,CC-SCM-AI,48509.18,Supply Chain AI Optimisation: employees
CT-00497,AI-003,2026-03,employees,People,programme,,CC-SCM-AI,66233.33,Supply Chain AI Optimisation: employees
CT-00498,AI-003,2026-03,employees,People,programme,,CC-SCM-AI,44155.55,Supply Chain AI Optimisation: employees
CT-00499,AI-003,2026-04,employees,People,programme,,CC-SCM-AI,71071.88,Supply Chain AI Optimisation: employees
CT-00500,AI-003,2026-04,employees,People,programme,,CC-SCM-AI,47381.25,Supply Chain AI Optimisation: employees
CT-00501,AI-003,2026-05,employees,People,programme,,CC-SCM-AI,69346.91,Supply Chain AI Optimisation: employees
CT-00502,AI-003,2026-05,employees,People,programme,,CC-SCM-AI,46231.28,Supply Chain AI Optimisation: employees
CT-00503,AI-003,2026-06,employees,People,programme,,CC-SCM-AI,70637.99,Supply Chain AI Optimisation: employees
CT-00504,AI-003,2026-06,employees,People,programme,,CC-SCM-AI,47091.99,Supply Chain AI Optimisation: employees
CT-00505,AI-003,2026-07,employees,People,programme,,CC-SCM-AI,69823.53,Supply Chain AI Optimisation: employees
CT-00506,AI-003,2026-07,employees,People,programme,,CC-SCM-AI,46549.02,Supply Chain AI Optimisation: employees
CT-00507,AI-003,2026-08,employees,People,programme,,CC-SCM-AI,75739.58,Supply Chain AI Optimisation: employees
CT-00508,AI-003,2026-08,employees,People,programme,,CC-SCM-AI,50493.05,Supply Chain AI Optimisation: employees
CT-00509,AI-003,2025-09,training,People,programme,V-TRN-F,CC-SCM-AI,24047.61,Supply Chain AI Optimisation: training
CT-00510,AI-003,2025-10,training,People,programme,V-TRN-F,CC-SCM-AI,24492.21,Supply Chain AI Optimisation: training
CT-00511,AI-003,2025-11,training,People,programme,V-TRN-F,CC-SCM-AI,23479.17,Supply Chain AI Optimisation: training
CT-00512,AI-003,2025-12,training,People,programme,V-TRN-F,CC-SCM-AI,22876.68,Supply Chain AI Optimisation: training
CT-00513,AI-003,2026-01,training,People,programme,V-TRN-F,CC-SCM-AI,24182.1,Supply Chain AI Optimisation: training
CT-00514,AI-003,2026-02,training,People,programme,V-TRN-F,CC-SCM-AI,16904.98,Supply Chain AI Optimisation: training
CT-00515,AI-003,2026-03,training,People,programme,V-TRN-F,CC-SCM-AI,17536.02,Supply Chain AI Optimisation: training
CT-00516,AI-003,2026-04,training,People,programme,V-TRN-F,CC-SCM-AI,16218.92,Supply Chain AI Optimisation: training
CT-00517,AI-003,2026-05,training,People,programme,V-TRN-F,CC-SCM-AI,16531.35,Supply Chain AI Optimisation: training
CT-00518,AI-003,2026-06,training,People,programme,V-TRN-F,CC-SCM-AI,16256.04,Supply Chain AI Optimisation: training
CT-00519,AI-003,2026-07,training,People,programme,V-TRN-F,CC-SCM-AI,15902.57,Supply Chain AI Optimisation: training
CT-00520,AI-003,2026-08,training,People,programme,V-TRN-F,CC-SCM-AI,16127.41,Supply Chain AI Optimisation: training
CT-00521,AI-003,2025-09,data,Other,programme,V-DATA-E,CC-SCM-AI,41744.84,Supply Chain AI Optimisation: data
CT-00522,AI-003,2025-10,data,Other,programme,V-DATA-E,CC-SCM-AI,35803.55,Supply Chain AI Optimisation: data
CT-00523,AI-003,2025-11,data,Other,programme,V-DATA-E,CC-SCM-AI,41666.47,Supply Chain AI Optimisation: data
CT-00524,AI-003,2025-12,data,Other,programme,V-DATA-E,CC-SCM-AI,37471.68,Supply Chain AI Optimisation: data
CT-00525,AI-003,2026-01,data,Other,programme,V-DATA-E,CC-SCM-AI,40768.01,Supply Chain AI Optimisation: data
CT-00526,AI-003,2026-02,data,Other,programme,V-DATA-E,CC-SCM-AI,26748.36,Supply Chain AI Optimisation: data
CT-00527,AI-003,2026-03,data,Other,programme,V-DATA-E,CC-SCM-AI,27565.16,Supply Chain AI Optimisation: data
CT-00528,AI-003,2026-04,data,Other,programme,V-DATA-E,CC-SCM-AI,26325.01,Supply Chain AI Optimisation: data
CT-00529,AI-003,2026-05,data,Other,programme,V-DATA-E,CC-SCM-AI,27345.85,Supply Chain AI Optimisation: data
CT-00530,AI-003,2026-06,data,Other,programme,V-DATA-E,CC-SCM-AI,26493.61,Supply Chain AI Optimisation: data
CT-00531,AI-003,2026-07,data,Other,programme,V-DATA-E,CC-SCM-AI,29228.13,Supply Chain AI Optimisation: data
CT-00532,AI-003,2026-08,data,Other,programme,V-DATA-E,CC-SCM-AI,26908.77,Supply Chain AI Optimisation: data
CT-00533,AI-003,2026-02,employees,Incremental operating cost,incremental_opex,,CC-SCM-OPS,0.0,"Supply Chain AI Optimisation: business run cost (review, change management, support)"
CT-00534,AI-003,2026-03,employees,Incremental operating cost,incremental_opex,,CC-SCM-OPS,0.0,"Supply Chain AI Optimisation: business run cost (review, change management, support)"
CT-00535,AI-003,2026-04,employees,Incremental operating cost,incremental_opex,,CC-SCM-OPS,0.0,"Supply Chain AI Optimisation: business run cost (review, change management, support)"
CT-00536,AI-003,2026-05,employees,Incremental operating cost,incremental_opex,,CC-SCM-OPS,0.0,"Supply Chain AI Optimisation: business run cost (review, change management, support)"
CT-00537,AI-003,2026-06,employees,Incremental operating cost,incremental_opex,,CC-SCM-OPS,0.0,"Supply Chain AI Optimisation: business run cost (review, change management, support)"
CT-00538,AI-003,2026-07,employees,Incremental operating cost,incremental_opex,,CC-SCM-OPS,0.0,"Supply Chain AI Optimisation: business run cost (review, change management, support)"
CT-00539,AI-003,2026-08,employees,Incremental operating cost,incremental_opex,,CC-SCM-OPS,0.0,"Supply Chain AI Optimisation: business run cost (review, change management, support)"
CT-00540,AI-004,2025-10,gpu,Infrastructure,programme,V-HPE-INF,CC-FIN-AI,49164.34,Finance Close Copilot: gpu
CT-00541,AI-004,2025-11,gpu,Infrastructure,programme,V-HPE-INF,CC-FIN-AI,46260.02,Finance Close Copilot: gpu
CT-00542,AI-004,2025-12,gpu,Infrastructure,programme,V-HPE-INF,CC-FIN-AI,32410.99,Finance Close Copilot: gpu
CT-00543,AI-004,2026-01,gpu,Infrastructure,programme,V-HPE-INF,CC-FIN-AI,31058.49,Finance Close Copilot: gpu
CT-00544,AI-004,2026-02,gpu,Infrastructure,programme,V-HPE-INF,CC-FIN-AI,33346.05,Finance Close Copilot: gpu
CT-00545,AI-004,2026-03,gpu,Infrastructure,programme,V-HPE-INF,CC-FIN-AI,32083.68,Finance Close Copilot: gpu
CT-00546,AI-004,2026-04,gpu,Infrastructure,programme,V-HPE-INF,CC-FIN-AI,29737.87,Finance Close Copilot: gpu
CT-00547,AI-004,2026-05,gpu,Infrastructure,programme,V-HPE-INF,CC-FIN-AI,33931.34,Finance Close Copilot: gpu
CT-00548,AI-004,2026-06,gpu,Infrastructure,programme,V-HPE-INF,CC-FIN-AI,34318.41,Finance Close Copilot: gpu
CT-00549,AI-004,2026-07,gpu,Infrastructure,programme,V-HPE-INF,CC-FIN-AI,31537.3,Finance Close Copilot: gpu
CT-00550,AI-004,2026-08,gpu,Infrastructure,programme,V-HPE-INF,CC-FIN-AI,33140.18,Finance Close Copilot: gpu
CT-00551,AI-004,2025-10,compute,Infrastructure,programme,V-HPE-INF,CC-FIN-AI,16870.75,Finance Close Copilot: compute
CT-00552,AI-004,2025-11,compute,Infrastructure,programme,V-HPE-INF,CC-FIN-AI,17501.77,Finance Close Copilot: compute
CT-00553,AI-004,2025-12,compute,Infrastructure,programme,V-HPE-INF,CC-FIN-AI,11726.98,Finance Close Copilot: compute
CT-00554,AI-004,2026-01,compute,Infrastructure,programme,V-HPE-INF,CC-FIN-AI,11656.96,Finance Close Copilot: compute
CT-00555,AI-004,2026-02,compute,Infrastructure,programme,V-HPE-INF,CC-FIN-AI,12414.72,Finance Close Copilot: compute
CT-00556,AI-004,2026-03,compute,Infrastructure,programme,V-HPE-INF,CC-FIN-AI,12109.7,Finance Close Copilot: compute
CT-00557,AI-004,2026-04,compute,Infrastructure,programme,V-HPE-INF,CC-FIN-AI,11871.39,Finance Close Copilot: compute
CT-00558,AI-004,2026-05,compute,Infrastructure,programme,V-HPE-INF,CC-FIN-AI,12456.65,Finance Close Copilot: compute
CT-00559,AI-004,2026-06,compute,Infrastructure,programme,V-HPE-INF,CC-FIN-AI,11487.97,Finance Close Copilot: compute
CT-00560,AI-004,2026-07,compute,Infrastructure,programme,V-HPE-INF,CC-FIN-AI,12903.57,Finance Close Copilot: compute
CT-00561,AI-004,2026-08,compute,Infrastructure,programme,V-HPE-INF,CC-FIN-AI,12749.0,Finance Close Copilot: compute
CT-00562,AI-004,2025-10,storage,Infrastructure,programme,V-HPE-INF,CC-FIN-AI,16079.66,Finance Close Copilot: storage
CT-00563,AI-004,2025-11,storage,Infrastructure,programme,V-HPE-INF,CC-FIN-AI,14704.23,Finance Close Copilot: storage
CT-00564,AI-004,2025-12,storage,Infrastructure,programme,V-HPE-INF,CC-FIN-AI,10886.24,Finance Close Copilot: storage
CT-00565,AI-004,2026-01,storage,Infrastructure,programme,V-HPE-INF,CC-FIN-AI,10413.45,Finance Close Copilot: storage
CT-00566,AI-004,2026-02,storage,Infrastructure,programme,V-HPE-INF,CC-FIN-AI,10638.51,Finance Close Copilot: storage
CT-00567,AI-004,2026-03,storage,Infrastructure,programme,V-HPE-INF,CC-FIN-AI,10509.82,Finance Close Copilot: storage
CT-00568,AI-004,2026-04,storage,Infrastructure,programme,V-HPE-INF,CC-FIN-AI,10932.16,Finance Close Copilot: storage
CT-00569,AI-004,2026-05,storage,Infrastructure,programme,V-HPE-INF,CC-FIN-AI,11091.54,Finance Close Copilot: storage
CT-00570,AI-004,2026-06,storage,Infrastructure,programme,V-HPE-INF,CC-FIN-AI,10306.78,Finance Close Copilot: storage
CT-00571,AI-004,2026-07,storage,Infrastructure,programme,V-HPE-INF,CC-FIN-AI,10036.91,Finance Close Copilot: storage
CT-00572,AI-004,2026-08,storage,Infrastructure,programme,V-HPE-INF,CC-FIN-AI,10880.11,Finance Close Copilot: storage
CT-00573,AI-004,2025-10,networking,Infrastructure,programme,V-HPE-NET,CC-FIN-AI,8925.63,Finance Close Copilot: networking
CT-00574,AI-004,2025-11,networking,Infrastructure,programme,V-HPE-NET,CC-FIN-AI,8401.33,Finance Close Copilot: networking
CT-00575,AI-004,2025-12,networking,Infrastructure,programme,V-HPE-NET,CC-FIN-AI,5809.49,Finance Close Copilot: networking
CT-00576,AI-004,2026-01,networking,Infrastructure,programme,V-HPE-NET,CC-FIN-AI,5762.61,Finance Close Copilot: networking
CT-00577,AI-004,2026-02,networking,Infrastructure,programme,V-HPE-NET,CC-FIN-AI,5802.0,Finance Close Copilot: networking
CT-00578,AI-004,2026-03,networking,Infrastructure,programme,V-HPE-NET,CC-FIN-AI,6111.44,Finance Close Copilot: networking
CT-00579,AI-004,2026-04,networking,Infrastructure,programme,V-HPE-NET,CC-FIN-AI,5775.66,Finance Close Copilot: networking
CT-00580,AI-004,2026-05,networking,Infrastructure,programme,V-HPE-NET,CC-FIN-AI,6318.32,Finance Close Copilot: networking
CT-00581,AI-004,2026-06,networking,Infrastructure,programme,V-HPE-NET,CC-FIN-AI,6108.01,Finance Close Copilot: networking
CT-00582,AI-004,2026-07,networking,Infrastructure,programme,V-HPE-NET,CC-FIN-AI,5805.48,Finance Close Copilot: networking
CT-00583,AI-004,2026-08,networking,Infrastructure,programme,V-HPE-NET,CC-FIN-AI,5995.86,Finance Close Copilot: networking
CT-00584,AI-004,2025-10,software,Software,programme,V-SW-A,CC-FIN-AI,21765.77,Finance Close Copilot: software
CT-00585,AI-004,2025-11,software,Software,programme,V-SW-A,CC-FIN-AI,20971.2,Finance Close Copilot: software
CT-00586,AI-004,2025-12,software,Software,programme,V-SW-A,CC-FIN-AI,15812.64,Finance Close Copilot: software
CT-00587,AI-004,2026-01,software,Software,programme,V-SW-A,CC-FIN-AI,14849.18,Finance Close Copilot: software
CT-00588,AI-004,2026-02,software,Software,programme,V-SW-A,CC-FIN-AI,15372.56,Finance Close Copilot: software
CT-00589,AI-004,2026-03,software,Software,programme,V-SW-A,CC-FIN-AI,15647.73,Finance Close Copilot: software
CT-00590,AI-004,2026-04,software,Software,programme,V-SW-A,CC-FIN-AI,15151.76,Finance Close Copilot: software
CT-00591,AI-004,2026-05,software,Software,programme,V-SW-A,CC-FIN-AI,15075.19,Finance Close Copilot: software
CT-00592,AI-004,2026-06,software,Software,programme,V-SW-A,CC-FIN-AI,15214.98,Finance Close Copilot: software
CT-00593,AI-004,2026-07,software,Software,programme,V-SW-A,CC-FIN-AI,15616.79,Finance Close Copilot: software
CT-00594,AI-004,2026-08,software,Software,programme,V-SW-A,CC-FIN-AI,14558.3,Finance Close Copilot: software
CT-00595,AI-004,2025-10,saas,Software,programme,V-SAAS-B,CC-FIN-AI,4564.01,Finance Close Copilot: saas
CT-00596,AI-004,2025-11,saas,Software,programme,V-SAAS-B,CC-FIN-AI,4167.38,Finance Close Copilot: saas
CT-00597,AI-004,2025-12,saas,Software,programme,V-SAAS-B,CC-FIN-AI,3015.6,Finance Close Copilot: saas
CT-00598,AI-004,2026-01,saas,Software,programme,V-SAAS-B,CC-FIN-AI,3039.2,Finance Close Copilot: saas
CT-00599,AI-004,2026-02,saas,Software,programme,V-SAAS-B,CC-FIN-AI,2973.98,Finance Close Copilot: saas
CT-00600,AI-004,2026-03,saas,Software,programme,V-SAAS-B,CC-FIN-AI,3207.74,Finance Close Copilot: saas
CT-00601,AI-004,2026-04,saas,Software,programme,V-SAAS-B,CC-FIN-AI,2852.97,Finance Close Copilot: saas
CT-00602,AI-004,2026-05,saas,Software,programme,V-SAAS-B,CC-FIN-AI,3274.0,Finance Close Copilot: saas
CT-00603,AI-004,2026-06,saas,Software,programme,V-SAAS-B,CC-FIN-AI,2969.09,Finance Close Copilot: saas
CT-00604,AI-004,2026-07,saas,Software,programme,V-SAAS-B,CC-FIN-AI,2981.77,Finance Close Copilot: saas
CT-00605,AI-004,2026-08,saas,Software,programme,V-SAAS-B,CC-FIN-AI,3198.41,Finance Close Copilot: saas
CT-00606,AI-004,2025-10,cloud,Cloud,programme,V-HPE-GL,CC-FIN-AI,4753.85,Finance Close Copilot: cloud
CT-00607,AI-004,2025-11,cloud,Cloud,programme,V-HPE-GL,CC-FIN-AI,4108.29,Finance Close Copilot: cloud
CT-00608,AI-004,2025-12,cloud,Cloud,programme,V-HPE-GL,CC-FIN-AI,2922.95,Finance Close Copilot: cloud
CT-00609,AI-004,2026-01,cloud,Cloud,programme,V-HPE-GL,CC-FIN-AI,3004.7,Finance Close Copilot: cloud
CT-00610,AI-004,2026-02,cloud,Cloud,programme,V-HPE-GL,CC-FIN-AI,2867.44,Finance Close Copilot: cloud
CT-00611,AI-004,2026-03,cloud,Cloud,programme,V-HPE-GL,CC-FIN-AI,3048.25,Finance Close Copilot: cloud
CT-00612,AI-004,2026-04,cloud,Cloud,programme,V-HPE-GL,CC-FIN-AI,3158.11,Finance Close Copilot: cloud
CT-00613,AI-004,2026-05,cloud,Cloud,programme,V-HPE-GL,CC-FIN-AI,2865.2,Finance Close Copilot: cloud
CT-00614,AI-004,2026-06,cloud,Cloud,programme,V-HPE-GL,CC-FIN-AI,3132.54,Finance Close Copilot: cloud
CT-00615,AI-004,2026-07,cloud,Cloud,programme,V-HPE-GL,CC-FIN-AI,3097.47,Finance Close Copilot: cloud
CT-00616,AI-004,2026-08,cloud,Cloud,programme,V-HPE-GL,CC-FIN-AI,2877.47,Finance Close Copilot: cloud
CT-00617,AI-004,2025-10,vendors,Services,programme,V-SVC-D,CC-FIN-AI,11599.07,Finance Close Copilot: vendors
CT-00618,AI-004,2025-11,vendors,Services,programme,V-SVC-D,CC-FIN-AI,11574.93,Finance Close Copilot: vendors
CT-00619,AI-004,2025-12,vendors,Services,programme,V-SVC-D,CC-FIN-AI,7790.17,Finance Close Copilot: vendors
CT-00620,AI-004,2026-01,vendors,Services,programme,V-SVC-D,CC-FIN-AI,7593.08,Finance Close Copilot: vendors
CT-00621,AI-004,2026-02,vendors,Services,programme,V-SVC-D,CC-FIN-AI,7985.47,Finance Close Copilot: vendors
CT-00622,AI-004,2026-03,vendors,Services,programme,V-SVC-D,CC-FIN-AI,7395.33,Finance Close Copilot: vendors
CT-00623,AI-004,2026-04,vendors,Services,programme,V-SVC-D,CC-FIN-AI,7552.84,Finance Close Copilot: vendors
CT-00624,AI-004,2026-05,vendors,Services,programme,V-SVC-D,CC-FIN-AI,7324.05,Finance Close Copilot: vendors
CT-00625,AI-004,2026-06,vendors,Services,programme,V-SVC-D,CC-FIN-AI,7048.01,Finance Close Copilot: vendors
CT-00626,AI-004,2026-07,vendors,Services,programme,V-SVC-D,CC-FIN-AI,7321.83,Finance Close Copilot: vendors
CT-00627,AI-004,2026-08,vendors,Services,programme,V-SVC-D,CC-FIN-AI,7391.44,Finance Close Copilot: vendors
CT-00628,AI-004,2025-10,consulting,Services,programme,V-SI-C,CC-FIN-AI,23879.48,Finance Close Copilot: consulting
CT-00629,AI-004,2025-11,consulting,Services,programme,V-SI-C,CC-FIN-AI,22282.31,Finance Close Copilot: consulting
CT-00630,AI-004,2025-12,consulting,Services,programme,V-SI-C,CC-FIN-AI,14766.42,Finance Close Copilot: consulting
CT-00631,AI-004,2026-01,consulting,Services,programme,V-SI-C,CC-FIN-AI,14041.99,Finance Close Copilot: consulting
CT-00632,AI-004,2026-02,consulting,Services,programme,V-SI-C,CC-FIN-AI,14879.22,Finance Close Copilot: consulting
CT-00633,AI-004,2026-03,consulting,Services,programme,V-SI-C,CC-FIN-AI,13830.7,Finance Close Copilot: consulting
CT-00634,AI-004,2026-04,consulting,Services,programme,V-SI-C,CC-FIN-AI,14987.07,Finance Close Copilot: consulting
CT-00635,AI-004,2026-05,consulting,Services,programme,V-SI-C,CC-FIN-AI,14443.39,Finance Close Copilot: consulting
CT-00636,AI-004,2026-06,consulting,Services,programme,V-SI-C,CC-FIN-AI,15128.56,Finance Close Copilot: consulting
CT-00637,AI-004,2026-07,consulting,Services,programme,V-SI-C,CC-FIN-AI,14479.01,Finance Close Copilot: consulting
CT-00638,AI-004,2026-08,consulting,Services,programme,V-SI-C,CC-FIN-AI,15174.95,Finance Close Copilot: consulting
CT-00639,AI-004,2025-10,employees,People,programme,,CC-FIN-AI,51343.4,Finance Close Copilot: employees
CT-00640,AI-004,2025-11,employees,People,programme,,CC-FIN-AI,51901.14,Finance Close Copilot: employees
CT-00641,AI-004,2025-12,employees,People,programme,,CC-FIN-AI,33087.18,Finance Close Copilot: employees
CT-00642,AI-004,2026-01,employees,People,programme,,CC-FIN-AI,33305.05,Finance Close Copilot: employees
CT-00643,AI-004,2026-02,employees,People,programme,,CC-FIN-AI,33039.66,Finance Close Copilot: employees
